106;Braque hongrois à poil dur  ;1
107;Braque italien  ;1
108;Braque portugais ;1
109;Braque Saint-Germain ;1
110;Braque slovaque à poil dur ;1
111;Griffon vendeen ;1
112;Broholmer  ;1
113;Bruno du Jura;1
114;Bruno du Jura type Saint-Hubert ;1
115;Buhund norvegien  ;1
116;Bull Boxer;1
117;Bull Terrier ;1
118;Bull Terrier  ;1
119;Bulldog anglais  ;1
120;Bulldog Americain;1
121;Bulldog australien;1
122;Bullmastiff;1
123;Cairn Terrier ;1
124;Caniche ;1
125;Caniche Royal;1
126;Carlin;1
127;Cavalier King Charles Spaniel;1
128;Cavoodle;1
129;Charnaigre, race disparue;1
130;Chiba ;1
131;Chien Afghan;1
132;Chien africain;1
133;Chien d'arret allemand à poil dur  ;1
134;Chien d'arret allemand à poil long  ;1
135;Chien d'arret allemand à poil raide  ;1
136;Chien d'arret danois ancestral   ;1
137;Chien d'arret frison  ;1
138;Chien d'arret italien à poil dur  ;1
139;Chien d'arret portugais  ;1
140;Chien d'Artois ;1
141;Chien de Bali  ;1
142;Chien de Canaan  ;1
143;Chien chanteur ;1
144;Chien chinois à crete  ;1
145;Chien chinois de Chongqing ;1
146;Chien Corse Cursinu  ;1
147;Chien de Castro Laboreiro  ;1
148;Chien de cour italien   ;1
149;Chien courant de Bosnie à poil dur dit Barak  ;1
150;Chien courant espagnol  ;1
151;Chien courant d'Estonie  ;1
152;Chien courant finlandais  ;1
153;Chien courant grec  ;1
154;Chien courant de Halden  ;1
155;Chien courant de Hamilton  ;1
156;Chien courant de Hygen  ;1
157;Chien courant d'Istrie à poil dur  ;1
158;Chien courant d'Istrie à poil ras  ;1
159;Chien courant italien ;1
160;Chien courant italien à poil dur ;1
161;Chien courant italien à poil ras ;1
162;Chien courant de montagne du Montenegro  ;1
163;Chien courant norvegien  ;1
164;Chien courant polonais  ;1
165;Chien courant de Posavatz  ;1
166;Chien courant de Schiller  ;1
167;Chien courant serbe ou chien courant des Balkans  ;1
168;Chien courant slovaque  ;1
169;Chien courant du Smaland  ;1
170;Chien courant suisse ;1
171;Chien courant bernois ;1
172;Chien courant du Jura  ;1
173;Chien courant lucernois ;1
174;Chien courant schwytzois ;1
175;Chien courant de Transylvanie  ;1
176;Chien courant tricolore serbe ;1
177;Chien courant de Virelade, race disparue;1
178;Chien de ferme dano-suedois  ;1
179;Chien d'eau americain  ;1
180;Chien d'eau espagnol  ;1
181;Chien d'eau frison  ;1
182;Chien d'eau irlandais  ;1
183;Chien d'eau portugais;1
184;Chien d'eau romagnol;1
185;Chien d'elan norvegien gris;1
186;Chien d'elan norvegien noir;1
187;Chien d'elan suedois;1
188;Chien Fila de Saint Miguel;1
189;Chien finnois de Laponie;1
190;Chien de garenne des Canaries;1
191;Chien de Taimyr;1
192;Chien du Groenland;1
193;Chien leopard catahoula;1
194;Chien-loup de Saarloos;1
195;Chien-loup tchecoslovaque;1
196;Chien à loutre;1
197;Chien de montagne portugais;1
198;Chien de montagne des Pyrenees;1
199;Chien norvegien de macareux;1
200;Chien nu mexicain;1
201;Chien nu du Perou;1
202;Chien d'ours de Carelie;1
203;Chien d'oysel allemand;1
204;Chien paria;1
205;Chien de perdrix de Drente;1
206;Chien de recherche au sang de la montagne bavaroise;1
207;Chien de recherche au sang du Hanovre;1
208;Chien de Saint-Hubert ;1
209;Chien suedois de Laponie;1
210;Chien de Taiwan;1
211;Chien de Terre-Neuve;1
212;Chien thailandais à crete dorsale;1
213;Chihuahua;1
214;Chinook;1
215;Chow-Chow;1
216;Cimarron uruguayen;1
217;Cirneco de l'etna;1
218;Clumber Spaniel;1
219;Cockapoo;1
220;Cocker Spaniel americain;1
221;Cocker Spaniel anglais;1
222;Colley;1
223;Colley à poil long;1
224;Colley à poil court;1
225;Colley barbu;1
226;Chien noir et feu pour la chasse;1
227;Coton de Tulear;1
228;Cursinu;1
229;Dalmatien;1
230;Dandie Dinmont Terrier;1
231;Deerhound;1
232;Dingo Americain;1
233;Dingo;1
234;Dogue du Tibet;1
235;Dobermann;1
236;Dogue allemand;1
237;Dogue argentin;1
238;Dogue de Bordeaux;1
239;Dogue des Canaries;1
240;Dogue de Majorque;1
241;English Coonhound;1
242;English Springer Spaniel;1
243;epagneul bleu de Picardie;1
244;epagneul breton;1
245;epagneul français;1
246;epagneul japonais;1
247;epagneul de Munster;1
248;Grand Munsterlander;1
249;Petit Munsterlander;1
250;epagneul nain continental;1
251;epagneul nain continental papillon;1
252;epagneul nain continental phalene;1
253;epagneul picard;1
254;epagneul de Pont-Audemer;1
255;epagneul de Saint-Usuge;1
256;epagneul tibetain;1
257;Esquimau americain;1
258;Esquimau canadien;1
259;Estonian Hound;1
260;Eurasier;1
261;Field Spaniel;1
262;Fila Brasileiro;1
263;Foxhound anglais;1
264;Foxhound americain;1
265;Fox Terrier;1
266;Fox-terrier à poil lisse;1
267;Fox-terrier à poil dur;1
268;Miniature Fox Terrier;1
269;Français blanc et noir;1
270;Français blanc et orange;1
271;Français tricolore;1
272;Gascon saintongeois;1
273;Goldendoodle;1
274;Golden Retriever;1
275;Goldador;1
276;Grand anglo-français blanc et noir;1
277;Grand anglo-français blanc et orange;1
278;Grand anglo-français tricolore;1
279;Grand basset griffon vendeen;1
280;Grand bleu de Gascogne;1
281;Grand bouvier suisse;1
282;Grand griffon vendeen;1
283;Grand Munsterlander;1
284;Griffon belge;1
285;Griffon bleu de Gascogne;1
286;Griffon boulet à poil laineux;1
287;Griffon de Bresse;1
288;Griffon bruxellois;1
289;Griffon d'arret à poil dur Korthals;1
290;Griffon fauve de Bretagne;1
291;Griffon nivernais;1
292;Griffon d'arret tcheque;1
293;Harrier;1
294;Hovawart;1
295;Huntaway;1
296;Husky de Sakhaline;1
297;Husky siberien;1
298;Irish wolfhound;1
299;Jack Russell Terrier;1
300;Jindo coreen;1
301;Jug;1
302;Kai;1
303;Kangal Dog;1
304;Keeshond;1
305;Kelpie australien;1
306;Kerry beagle;1
307;King Charles Spaniel;1
308;King Shepherd;1
309;Kishu;1
310;Komondor;1
311;Kooikerhondje;1
312;Koolie;1
313;Kromfohrlander;1
314;Kuchi dog;1
315;Kuvasz;1
316;Kyi Leo;1
317;Labernois;1
318;Labrabull;1
319;Labradinger;1
320;Labradoodle;1
321;Labrador;1
322;Labrastaff;1
323;Laika de Iakoutie;1
324;Laika de Siberie occidentale;1
325;Laika de Siberie orientale;1
326;Laika russo-europeen;1
327;Lakeland Terrier;1
328;Lancashire Heeler;1
329;Landseer;1
330;Leonberg;1
331;Levesque;1
332;Levrette italienne;1
333;Levrier afghan;1
334;Levrier arabe;1
335;Levrier australien;1
336;Levrier azawakh;1
337;Levrier Bakhmull;1
338;Levrier des Baleares;1
339;Levrier des Canaries;1
340;Levrier Caravan hound;1
341;Levrier Chortaj;1
342;Levrier ecossais;1
343;Levrier espagnol;1
344;Levrier grec;1
345;Levrier anglais;1
346;Levrier hongrois;1
347;Levrier irlandais;1
348;Levrier persan;1
349;Levrier de Pharaon;1
350;Levrier polonais;1
351;Levrier portugais;1
352;Levrier Rampur;1
353;Levrier russe;1
354;Levrier Taigan;1
355;Levrier de soie;1
356;Levrier whippet;1
357;Lhassa Apso;1
358;Lithuanian Hound;1
359;Longdog;1
360;Loulou de Pomeranie;1
361;Lurcher;1
362;Mackenzie River husky;1
363;Malamute d'Alaska;1
364;malinois;1
365;Mal-shi;1
366;Manchester terrier;1
367;Mastiff;1
368;Mastiff d'Anatolie;1
369;Maltipoo;1
370;Matin belge;1
371;Matin de l'Alentejo;1
372;Matin des Pyrenees;1
373;Matin espagnol;1
374;Matin napolitain;1
375;Matin transmontano;1
376;Mountain Cur;1
377;Mudi;1
378;Norfolk Terrier ;1
379;Norwich Terrier ;1
380;Old English Bulldog;1
381;Papillon;1
382;Patterdale Terrier;1
383;Pekinois ;1
384;Perro fino Colombiano;1
385;Perro sin pelo del Peru;1
386;Petit basset griffon vendeen;1
387;Petit bleu de Gascogne;1
388;Petit brabançon;1
389;Petit chien courant suisse;1
390;Petit chien courant bernois;1
391;Petit chien courant lucernois;1
392;Petit chien courant schwytzois;1
393;Petit chien hollandais de chasse;1
394;Petit chien lion;1
395;Petit chien russe;1
396;Petit Munsterlander;1
397;Petit levrier italien;1
398;Phalene;1
399;Pinscher autrichien;1
400;Pinscher allemand;1
401;Pinscher nain;1
402;pit-bull;1
403;Plott Hound;1
404;Pointer;1
405;Poitevin;1
406;Porcelaine;1
407;Pudelpointer;1
408;Puggle;1
409;Puli ;1
410;Pumi;1
411;Ratonero Bodeguero Andaluz;1
412;Ratier de Prague;1
413;Redbone Coonhound;1
414;Retriever de la baie de Chesapeake;1
415;Retriever du Labrador;1
416;Retriever de la Nouvelle-ecosse;1
417;Retriever à poil boucle;1
418;Retriever à poil plat;1
419;Rhodesian Ridgeback;1
420;Rottweiler;1
421;Sabueso espagnol;1
422;Saint-bernard;1
423;Samoyede;1
424;Sapsali;1
425;Schapendoes neerlandais;1
426;Sheeoadoodle;1
427;Schillerstovare;1
428;Schipperke;1
429;Schnauzer;1
430;Schnauzer nain;1
431;Schnauzer moyen;1
432;Schnauzer geant;1
433;Schnoodle;1
434;Schweizer Laufhund;1
435;Sealyham Terrier;1
436;Segugio Maremmano;1
437;Traineau de Siberie de Seppala;1
438;Setter anglais;1
439;Setter Gordon;1
440;Setter irlandais rouge;1
441;Setter irlandais rouge et blanc;1
442;Shar Pei;1
443;Shiba Inu;1
444;Shih-poo;1
445;Shih Tzu;1
446;Shikoku;1
447;Skye Terrier;1
448;Smous des Pays-Bas;1
449;Spitz allemand;1
450;Spitz Loup;1
451;Grand spitz;1
452;Spitz moyen;1
453;Petit spitz;1
454;Spitz nain;1
455;Spitz de Norrbotten;1
456;Spitz des Visigoths;1
457;Spitz finlandais;1
458;Spitz italien;1
459;Spitz japonais ;1
460;Sporting Lucas Terrier;1
461;Staffordshire Bull Terrier;1
462;staffie;1
463;Staffordshire Terrier americain;1
464;Stephens Cur;1
465;Sussex Spaniel ;1
466;Talbot race disparue;1
467;Tamaskan;1
468;Tchouvatch slovaque;1
469;Teckel;1
470;Teddy Roosevelt Terrier;1
471;Tenterfield Terrier;1
472;Terre-neuve;1
473;Terrier australien;1
474;Terrier australien à poil soyeux;1
475;Terrier bresilien;1
476;Terrier anglais d'agrement noir et feu;1
477;Terrier de Boston  ;1
478;Terrier de chasse allemand;1
479;Terrier du Reverend Russel  ;1
480;Terrier ecossais;1
481;Terrier gallois  ;1
482;Terrier Glen of Imaal;1
483;Terrier irlandais  ;1
484;Terrier irlandais à poil doux  ;1
485;Terrier japonais   ;1
486;Terrier Kerry Blue  ;1
487;Terrier noir  ;1
488;Terrier tcheque  ;1
489;Terrier tibetain;1
490;Texas Heeler;1
491;Kyi apso tibetain;1
492;Tosa;1
493;Bouledogue jouet;1
494;Jouet fox terrier;1
495;Jouet Manchester terrier;1
496;Treeing Cur;1
497;Treeing Tennessee Brindle;1
498;Treeing Walker Coonhound;1
499;Welsh Corgi Cardigan;1
500;Welsh Corgi Pembroke;1
501;epagneul springer gallois;1
502;Terrier blanc des Highlands de l'Ouest;1
503;Yorkillon;1
504;Yorkipoo;1
505;Yorkshire Terrier;1
506;Zuchon Shichon;1
